Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,0.0,0.0,0.0,0.0,5.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,9.0,0.0,2.0,1.0,71,72.7,8
2,,Baglan,Satana,97.6,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,0.0,2.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,18.0,1.0,0.0,0.0,0.0,7.0,6.0,11.0,4.0,0.0,0.0,0.0,161,71.9,10
3,,Kalwan,Kalwan,223.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,69.0,3.0,0.0,0.0,0.0,3.0,4.0,27.0,6.0,3.0,1.0,2.0,184,165,12
4,,Nandgaon,Nandgaon,111.5,0.0,0.0,0.0,0.0,0.0,13.0,186.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,8.0,0.0,0.0,0.0,277,38.9,7
5,,Surgana,Surgana,711.8,18.0,3.0,3.0,0.0,6.0,0.0,5.0,3.0,20.0,27.0,65.0,84.0,21.0,73.0,14.0,4.0,2.0,1.0,96.0,101.0,22.0,5.0,3.0,5.0,28.0,62.0,58.0,4.0,52.0,49.0,18.0,852,381.2,27
6,,Nasik,Nasik,223.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,9.0,13.0,14.0,12.0,1.0,1.0,4.0,0.0,0.0,0.0,45.0,13.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,160,62.4,13
7,,Dindori,Dindori,256.5,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,2.0,14.0,16.0,36.0,2.0,0.0,1.0,0.0,0.0,3.0,8.0,44.0,3.0,1.0,1.0,0.0,6.0,3.0,13.0,1.0,0.0,1.0,3.0,168,12.5,12
8,,Egatpuri,Igatpuri,1339.8,3.0,3.0,18.0,5.0,4.0,0.0,8.0,22.0,27.0,62.0,57.0,59.0,44.0,18.0,26.0,2.0,22.0,24.0,72.0,87.0,36.0,8.0,2.0,34.0,27.0,7.0,2.0,44.0,19.0,31.0,19.0,792,84.6,27
9,,Peth,Peth,936.4,2.0,1.0,2.0,2.0,15.0,1.0,2.0,4.0,28.0,33.0,45.0,67.0,28.0,45.0,17.0,7.0,3.0,13.0,128.0,51.0,18.0,6.0,8.0,6.0,39.0,1.0,0.0,13.0,10.0,14.0,44.0,653,552.9,23
10,,Niphad,Niphad,118.1,0.0,0.0,0.0,0.0,0.0,2.0,16.0,13.0,1.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0,1.0,0.0,1.0,0.0,179,117.3,8
11,,Sinnar,Sinnar,152.6,0.0,0.0,0.0,0.0,0.0,6.0,17.0,8.0,2.0,7.0,16.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,8.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,102,95,9
12,,Yevla,Yeola,107.4,0.0,0.0,0.0,0.0,0.0,7.0,22.0,31.0,0.0,2.0,47.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,7.0,5.0,0.0,0.0,165,113.7,13
13,,Chandwad,Chandwad,145.1,0.0,0.0,0.0,0.0,0.0,8.0,7.0,7.0,2.0,0.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,45.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,152,16.2,9
14,,Trimbakeshwar,Tryambakeshwar,936.4,2.0,6.0,1.0,1.0,0.0,0.0,11.0,12.0,18.0,44.0,63.0,57.0,21.0,30.0,10.0,3.0,3.0,6.0,82.0,51.0,24.0,7.0,2.0,32.0,11.0,2.0,8.0,0.0,7.0,10.0,14.0,538,271.6,23
15,,Devali,Devala,198.1,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,0.0,0.0,0.0,99,50,8
