Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,121.8,21.0,16.0,20.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,133,107.8,7
2,,Baglan,Satana,123.4,75.0,8.0,6.0,71.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,175,111.7,5
3,,Kalwan,Kalwan,156.6,13.0,0.0,12.0,30.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,70.2,7
4,,Nandgaon,Nandgaon,141.0,46.0,20.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,36.5,8
5,,Surgana,Surgana,323.6,3.0,6.0,2.0,18.0,12.0,16.0,47.0,3.0,0.0,2.0,0.0,7.0,8.0,0.0,21.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,156,96.1,13
6,,Nasik,Nasik,162.3,2.0,3.0,10.0,2.0,7.0,12.0,10.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,43.3,8
7,,Dindori,Dindori,143.1,9.0,2.0,7.0,14.0,4.0,8.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,15.8,10
8,,Egatpuri,Igatpuri,463.4,4.0,39.0,93.0,48.0,112.0,66.0,69.0,7.0,6.0,6.0,44.0,45.0,31.0,3.0,2.0,16.0,3.0,4.0,0.0,9.0,5.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,635,188.4,20
9,,Peth,Peth,337.1,1.0,2.0,35.0,64.0,20.0,19.0,20.0,2.0,1.0,0.0,7.0,13.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,160.6,9
10,,Niphad,Niphad,126.4,7.0,0.0,8.0,3.0,0.0,9.0,1.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48,32.9,7
11,,Sinnar,Sinnar,145.8,57.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,69.9,6
12,,Yevla,Yeola,124.4,15.0,104.0,0.0,27.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,171,124.4,6
13,,Chandwad,Chandwad,137.5,9.0,2.0,51.0,35.0,4.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,47.2,7
14,,Trimbakeshwar,Tryambakeshwar,337.1,0.0,2.0,22.0,30.0,24.0,23.0,43.0,12.0,0.0,0.0,5.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,141.4,9
15,,Devali,Devala,133.7,17.0,13.0,14.0,18.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,78,58.3,7
