Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,637.2,0.0, - , - , - , - , - ,10.0,15.0,22.0,39.1,49.0,11.0,6.9,17.5,0.0,0.0,0.0,12.2,1.5,0.0,2.5,2.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,197.7,30.3,11
2,,Kalyan,652.7,21.0,6.0,8.0,7.0,20.0,29.0,34.0,20.0,91.0,56.0,45.0,125.0,12.0,31.0,108.0,108.0,40.0,7.0,3.0,0.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,788,124.2,22
3,,Murbad,634.3,45.0,27.1,13.3,7.2,28.3,82.2,56.4,37.4, - ,68.7,44.0,104.1,77.4,51.1,120.9,230.4,102.2,5.0,7.2,0.0,4.3,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.5,172.9,20
4,,Bhivandi,646.4,4.0,11.0,2.0,16.0,28.0,23.0,50.0,25.0,60.0,51.0,84.0,33.0,25.0,17.0,103.0,90.0,9.0,1.0,1.0,4.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,653,92.9,20
5,,Shahapur,703.2,19.0,5.0,4.0,3.0,12.0,20.0,26.0,17.0,8.0,36.0,35.0,30.0,21.0,16.0,72.0,105.0,72.0,0.8,4.0,5.0,16.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,11.0,2.0,4.0,560.8,92.8,25
6,,Ulhasnagar,604.3,24.2,9.4,2.4,6.4,28.4,26.2,14.4,29.6,68.4,64.6,38.2,82.2,19.6,20.2,97.2,91.6,27.2,15.2,2.4,1.0,5.2,3.2,4.6,3.2,0.0,0.0,0.0,0.0,7.2,1.0,0.0,693.2,114.7,22
7,,Ambarnath,604.3,31.2,8.0,7.0,9.0,43.2,30.8,14.2,43.6,66.4,51.2,38.4,108.0,17.8,37.2,0.0,0.0,42.4,8.6,9.6,8.0,3.2,0.4,3.8,4.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,596,124.3,23
8,Raigadh,Alibag,479.4,0.5,0.7,5.0,24.8,102.4,15.1,0.0,42.6,43.6,15.2,5.0,10.6,5.2,13.8,14.8,41.0,5.8,5.4,1.5,0.0,0.5,1.5,4.0,4.8,2.3,2.2,1.0,0.0,3.4,0.0,0.0,372.7,47.2,18
9,,Panwel,790.4,12.0,5.2,4.4,8.0,9.2,20.0,19.6,34.0,81.2,27.2,33.6,40.4,16.4,33.6,102.0,86.2,19.0,17.4,5.0,5.0,4.0,4.6,6.2,5.0,12.2,9.0,4.4,0.0,3.6,2.8,0.0,631.2,67.3,29
10,,Karjat,937.6,9.2,8.4,0.0,16.0,13.4,24.0,17.0,22.0,75.3,148.0,84.0,27.2,12.0,54.0,58.0,100.0,71.0,37.0,9.4,0.0,17.6,0.0,11.0,7.0,5.0,12.0,3.0,0.0,30.0,9.0,3.0,883.5,86.1,27
11,,Khalapur,1026.1,17.4,5.3,2.1,3.1,12.0,11.0,12.8,10.0,105.4,37.8,12.0,32.2,6.4,25.0,59.0,112.8,37.2,26.0,16.3,8.0,17.0,0.0,4.2,11.0,3.0,14.2,2.6,0.0,30.4,1.4,0.0,635.6,130.6,26
12,,Uran,486.6,2.0,2.2,1.2,3.0,12.3,2.6,1.0,21.2,40.0,5.0,13.7,8.0,2.0,17.4,25.0,29.4,10.2,2.4,4.2,0.0,1.7,1.5,1.4,1.8,1.2,3.0,0.0,0.0,3.7,0.0,0.0,217.1,20.3,15
13,,Sudhagad,1067.7,21.6,7.0,6.0,19.0,13.0,27.4,5.2,18.0,48.4,20.4,24.2,39.0,3.4,46.8,38.0,80.0,26.0,12.6,0.3,0.0,10.2,1.7,12.0,4.0,9.2,2.0,9.6,0.0,20.0,7.0,3.3,535.3,70.4,26
14,,Pen,760.2,6.1,3.1,8.4,8.3,7.5,5.1,21.3,29.4,81.2,18.5,49.5,37.0,17.1,25.4,44.8,137.4,22.5,31.4,22.5,3.0,8.2,7.0,17.8,17.4,13.8,13.8,0.0,0.0,4.3,5.2,3.2,670.2,73.4,29
15,,Mahad,912.9,18.5,6.6,6.5,33.0,36.5,19.0,4.0,15.6,72.4,39.2,21.0,24.0,24.2,72.3,35.5,65.0,57.5,39.0,9.7,1.5,11.3,1.5,16.0,9.2,10.0,8.3,6.0,0.0,5.7,37.0,2.2,708.2,91.2,27
16,,Mangaon,776.4,11.0,8.0,19.0,47.0,9.0,11.0,7.0,17.0,56.0,38.0,23.0,33.0,14.0,75.3,28.7,53.0,33.0,17.0,5.0,0.0,16.0,0.0,16.0,10.0,6.0,20.0,6.0,0.0,13.0,25.0,3.0,620,74.9,28
17,,Roha,827.5,16.1,2.2,13.1,59.0,11.0,3.5,3.0,22.2,78.3,22.0,18.0,8.0,4.0,4.0,64.0,185.0,23.1,9.0,7.0,8.0,8.0,3.0,4.1,1.0,9.1,37.0,6.0,0.0,5.0,16.2,1.9,651.8,62,27
18,,Poladpur,1051.1,31.0,11.0,21.0,37.0,13.0,9.0,12.0,11.0,106.0,34.0,48.0,35.0,13.0,67.0,37.0,65.0,42.0,21.0,4.0,3.0,9.0,25.0,8.0,14.0,7.0,7.2,23.0,0.0,23.0,18.0,1.0,755.2,107.9,29
19,,Murud,700.2,2.0,1.0,7.0,82.4,17.4,1.0,7.0,32.0,56.0,5.2,27.0,6.4,4.6,52.0,26.4,39.0,13.2,6.8,6.4,0.0,10.0,0.0,4.5,11.0,7.4,1.4,1.4,0.0,5.2,0.0,2.6,436.3,58.5,22
20,,Shriwardhan,745.4,10.0,2.0,20.2,105.0,17.2,9.2,2.0,50.2,144.3,17.2,13.3,5.0,9.2,9.2,50.2,25.0,11.2,7.2,4.0,1.0,20.2,2.0,11.2,6.0,5.0,3.0,2.0,0.0,5.2,0.0,0.0,567.2,60.6,23
21,,Mahasala,935.6,1.6,3.8,10.2,115.6,45.4,3.4,2.2,29.2,113.2,43.8,36.0,21.4,13.6,85.2,32.0,44.2,34.0,40.3,9.4,6.0,10.6,5.1,22.8,4.3,26.0,9.4,8.8,0.0,20.0,3.2,1.0,801.7,103.3,27
22,,Tala,776.4,12.0,1.0,20.0,32.0,11.0,8.0,4.0,25.0,55.0,37.0,23.0,14.0,15.0,27.0,32.0,78.0,45.0,12.0,14.0,1.0,7.0,3.0,4.0,10.0,5.0,3.0,10.0,0.0,5.3,4.0,0.0,517.3,54.1,27
23,Ratnagiri,Chiplun,956.2,18.0,18.0,23.0,144.0,43.0,6.0,11.0,17.0,163.0,47.0,51.0,14.0,28.0,38.0,23.0,15.0,19.0,21.0,2.0,6.0,5.0,27.0,16.0,20.0,0.0,0.0,0.0,0.0,7.0,15.0,2.0,799,83.3,25
24,,Dapoli,958.7,9.6,11.8,15.0,44.0,14.0,5.0,38.6,36.6,164.0,38.4,34.0,1.2,14.0,21.0,16.4,33.4,31.0,39.0,2.0,9.4,24.4,9.0,15.0,16.8,0.0,0.0,0.0,0.0,7.4,12.2,6.4,669.6,74.9,25
25,,Khed,894.2,31.0,19.0,20.3,138.0,12.0,2.0,22.0,56.0,221.0,50.0,50.0,12.6,37.0,43.0,18.0,57.0,37.0,62.0,15.0,9.0,11.0,6.0,12.0,23.0,0.0,0.0,0.0,0.0,6.0,16.0,9.0,994.9,294.3,26
