Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,34.1,20.1,4.1,11.8,17.1,76.1,194.7,63.4,186.0,17.3,6.1,6.1,2.4,2.4,0.1,1.4,1.1,10.0,7.1,17.4,20.4,0.0,706.3,148.1,17
2,,Kalyan,476.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.0,18.0,3.0,11.0,28.0,91.0,139.0,92.0,86.0,87.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,5.0,10.0,1.0,1.0,642,169.7,16
3,,Murbad,378.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,6.3,0.0,4.3,140.2,117.8,67.2,119.4,79.0,0.0,13.2,2.0,0.0,0.0,0.0,0.0,0.0,13.2,39.7,0.0,11.0,625.9,132.7,12
4,,Bhivandi,471.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,7.0,1.0,2.0,44.0,85.0,216.0,14.0,18.0,95.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,3.0,2.0,539,130.6,14
5,,Shahapur,412.7,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,50.0,0.0,18.0,1.0,60.0,75.0,127.0,46.0,20.0,18.0,2.5,7.0,2.0,3.0,0.0,0.0,6.0,1.0,58.0,31.0,2.0,1.0,564.5,123.5,15
6,,Ulhasnagar,457.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,20.4,17.6,3.4,2.6,7.4,16.2,71.2,97.8,27.2,65.2,52.4,5.2,0.0,0.0,0.0,0.0,2.0,0.0,2.4,4.2,14.4,0.0,0.0,430,94.1,15
7,,Ambarnath,457.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,33.8,4.0,6.2,0.0,14.6,82.2,174.6,41.4,0.0,0.0,5.2,0.2,0.8,1.6,0.0,0.0,0.0,6.0,0.0,13.8,1.2,1.4,475,87.8,12
8,Raigadh,Alibag,540.8,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.7,3.0,52.4,24.3,26.8,6.1,1.0,113.3,1.0,34.4,84.0,4.2,4.8,0.5,0.0,0.0,0.0,0.0,0.0,28.6,5.0,0.0,0.0,392.6,69.2,12
9,,Panwel,567.5,0.0,3.0,3.0,0.0,2.6,0.0,0.0,13.0,12.4,35.2,9.0,20.4,14.2,25.4,157.2,28.0,126.2,106.0,4.4,5.2,7.0,3.0,0.0,0.0,0.0,2.4,8.0,32.2,2.0,6.6,626.4,114.2,21
10,,Karjat,548.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,2.0,1.0,18.4,2.6,3.0,3.0,179.0,53.0,116.0,125.0,11.6,13.0,8.2,5.0,0.0,0.0,0.0,12.0,42.0,88.0,22.0,7.0,752.4,133.5,18
11,,Khalapur,563.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,36.0,1.0,9.0,9.0,20.0,151.4,5.6,225.2,125.0,5.1,4.0,8.8,3.6,0.0,0.0,0.0,14.8,18.0,72.0,6.0,1.2,777.7,148.4,17
12,,Uran,524.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,8.0,10.0,19.0,11.0,15.0,62.6,4.2,50.8,33.2,4.0,1.2,3.0,1.2,0.0,0.0,0.0,0.0,16.0,15.2,2.2,1.5,265.1,36,14
13,,Sudhagad,735.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,21.0,56.0,22.0,20.4,30.1,10.0,97.6,5.0,25.0,88.0,9.0,6.0,4.0,0.8,0.0,0.0,1.0,1.0,3.0,29.0,6.4,7.6,486.9,87.9,18
14,,Pen,554.1,0.0,0.0,0.0,1.2,0.0,0.0,13.2,12.5,17.1,29.6,9.1,42.2,16.1,9.2,196.8,1.2,114.1,169.3,4.6,6.2,5.2,2.2,0.0,0.0,1.6,0.0,6.4,9.1,9.4,2.1,678.4,104.2,17
15,,Mahad,651.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,101.0,0.0,30.5,3.3,31.1,27.5,29.0,24.7,4.4,11.6,82.4,0.5,4.3,9.0,0.0,0.0,0.0,1.0,0.0,2.4,9.2,6.5,9.0,404,64.1,16
16,,Mangaon,630.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.0,53.0,7.0,75.0,10.0,18.0,32.0,2.0,15.0,52.0,3.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,16.0,9.0,19.0,8.0,469,66.5,17
