Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,0.0,5.5,4.5,6.5, - ,1.5,2.5,0.0,0.0,0.0,16.0,3.5,0.0,0.0,0.0,0.0,0.0,21.0,87.0,0.6,27.5,10.0,0.0,0.0,0.0,30.4,25.0,0.0,0.0,0.0,241.5,80,11
2,,Kalyan,301.7,4.0,11.0,10.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,18.0,57.0,18.0,4.0,0.0,0.0,0.0,49.0,0.0,2.0,0.0,238,68.6,13
3,,Murbad,347.1,0.0,4.1,7.4,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,4.3,25.2,45.3,57.2,16.2,0.2,0.0,0.0,0.3,29.1,0.0,0.0,0.0,213.7,63.3,9
4,,Bhivandi,337.6,0.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,2.0,9.0,32.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,107,31.6,8
5,,Shahapur,338.1,0.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.5,7.0,20.0,10.0,15.0,5.0,0.0,80.0,28.0,0.0,2.0,0.0,199.5,66.1,11
6,,Ulhasnagar,301.9,0.0,3.2,4.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,88.4,67.4,3.6,0.0,2.4,0.0,1.2,28.6,0.0,0.0,0.0,208.8,69.2,7
7,,Ambarnath,301.9,0.0,0.0,10.8,2.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,119.6,91.0,26.2,1.0,0.0,0.2,0.0,44.0,0.0,0.8,0.0,301.6,96.3,7
8,Raigadh,Alibag,313.1,0.0,0.0,0.0,5.0,0.0,0.0,0.3,1.6,0.0,2.1,0.0,2.1,1.8,0.0,0.0,0.0,34.7,31.2,49.3,48.6,10.4,1.0,41.8,3.5,10.0,4.5,0.6,0.0,0.0,0.0,248.5,61.8,10
9,,Panwel,402.0,0.0,12.0,32.2,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,0.0,0.0,0.0,0.0,38.2,14.4,54.0,19.4,46.4,0.0,7.8,0.0,6.0,5.4,0.0,0.0,0.0,248.2,56.9,13
10,,Karjat,436.0,4.0,0.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,34.6,84.0,9.0,3.0,19.0,1.0,37.0,5.0,0.0,1.0,0.0,221.6,48.3,11
11,,Khalapur,458.5,0.0,13.0,16.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.6,4.6,9.2,29.9,89.2,23.0,11.2,1.3,0.0,35.2,2.4,0.0,0.0,0.0,267.4,87.3,12
12,,Uran,306.3,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,6.1,3.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,33.9,7.5,7
13,,Sudhagad,452.1,4.0,7.0,13.6,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,2.0,60.0,76.0,40.0,2.0,0.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,252.8,62.1,8
