Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,10.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,16.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5,100.9,5
2,,Baglan,Satana,97.6,0.0,0.0,0.0,0.0,58.0,49.0,50.0,83.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,5.0,41.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,311,138.9,9
3,,Kalwan,Kalwan,223.9,0.0,0.0,4.0,26.0,4.0,11.0,47.0,83.0,2.0,0.0,0.0,1.0,1.0,3.0,7.0,4.0,3.0,4.0,5.0,2.0,13.0,23.0,49.0,12.0,2.0,5.0,2.0,3.0,2.0,0.0,0.0,318,285.2,18
4,,Nandgaon,Nandgaon,111.5,0.0,0.0,0.0,0.0,0.0,91.0,0.0,5.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,28.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,170,23.9,8
5,,Surgana,Surgana,711.8,4.0,0.0,1.0,11.0,0.0,18.0,0.0,63.0,4.0,18.0,4.0,10.0,39.0,8.0,7.0,6.0,5.0,9.0,11.0,9.0,130.0,99.0,106.0,46.0,15.0,27.0,35.0,7.0,3.0,0.0,0.0,695,311,25
6,,Nasik,Nasik,223.5,0.0,0.0,0.0,0.0,0.0,22.0,16.5,7.0,0.0,0.0,2.0,7.0,4.0,1.0,0.0,2.0,3.0,2.0,4.0,0.0,23.0,48.0,46.0,25.0,10.0,16.0,4.0,6.0,1.0,0.0,0.0,249.5,97.3,15
7,,Dindori,Dindori,256.5,0.0,0.0,0.0,0.0,0.0,15.0,16.0,42.0,5.0,0.0,0.0,11.0,2.0,5.0,1.0,1.0,5.0,5.0,4.0,2.0,27.0,55.0,53.0,16.0,4.0,6.0,7.0,8.0,1.0,0.0,0.0,291,21.7,17
8,,Egatpuri,Igatpuri,1339.8,2.0,8.0,15.0,28.0,6.0,5.0,3.0,4.0,3.0,7.0,21.0,45.0,17.0,52.0,42.0,40.0,59.0,91.0,56.0,16.0,101.0,106.0,172.0,148.0,53.0,28.0,53.0,35.0,5.0,3.0,0.0,1224,130.7,29
9,,Peth,Peth,936.4,0.0,0.0,1.0,20.0,1.0,6.0,1.0,13.0,4.0,16.0,3.0,20.0,8.0,27.0,12.0,14.0,20.0,40.0,30.0,11.0,101.0,108.0,169.0,67.0,18.0,38.0,32.0,21.0,2.0,3.0,1.0,807,683.3,24
10,,Niphad,Niphad,118.1,0.0,0.0,0.0,0.0,0.0,42.0,8.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,2.0,12.0,20.0,32.0,8.0,9.0,4.0,3.0,3.0,0.0,0.0,0.0,166,108.8,14
11,,Sinnar,Sinnar,152.6,0.0,0.0,0.0,0.0,3.0,25.5,3.4,0.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,5.0,2.0,8.0,11.0,22.0,17.0,9.0,4.0,8.0,6.0,0.0,0.0,0.0,137.9,128.4,15
12,,Yevla,Yeola,107.4,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,11.0,13.0,19.0,13.0,3.0,8.0,3.0,2.0,0.0,0.0,0.0,120,82.7,10
13,,Chandwad,Chandwad,145.1,0.0,0.0,0.0,0.0,0.0,16.2,30.0,18.6,4.0,6.0,0.0,4.3,0.0,3.0,0.0,3.0,6.0,10.0,18.0,0.0,16.0,27.0,50.0,12.0,7.0,6.0,2.0,3.0,1.0,0.0,0.0,243.1,26,18
14,,Trimbakeshwar,Tryambakeshwar,936.4,0.0,2.0,3.0,5.0,2.0,7.0,37.0,34.0,5.0,2.0,4.0,27.0,27.0,25.0,14.0,22.0,18.0,22.0,18.0,15.0,83.0,118.0,154.0,85.0,51.0,48.0,31.0,19.0,3.0,0.0,0.0,881,444.7,25
15,,Devali,Devala,198.1,0.0,0.0,0.0,0.0,44.0,16.0,28.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,7.0,26.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,152,76.7,7
