Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,39.0,0.0,0.0,0.0,20.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,73,180.2,3
2,,Baglan,Satana,40.5,32.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,63,115.2,2
3,,Kalwan,Kalwan,54.7,5.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,23,42.7,3
4,,Nandgaon,Nandgaon,53.9,4.0,0.0,0.0,65.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,112,176.9,4
5,,Surgana,Surgana,63.3,9.0,0.0,0.0,92.0,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,163,264.2,4
6,,Nasik,Nasik,61.7,15.0,0.0,0.0,4.0,27.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,72,128.1,4
7,,Dindori,Dindori,56.2,13.0,0.0,0.0,5.0,31.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,74,63.5,5
8,,Egatpuri,Igatpuri,116.5,29.0,0.0,0.0,28.0,83.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,198,234,5
9,,Peth,Peth,84.6,1.0,0.0,0.0,65.0,64.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,135,248.2,3
10,,Niphad,Niphad,54.4,6.0,0.0,0.0,8.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,23,36.7,4
11,,Sinnar,Sinnar,62.6,8.0,0.0,0.0,3.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,32,57.8,4
12,,Yevla,Yeola,55.4,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,13,23.7,1
13,,Chandwad,Chandwad,54.8,7.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,34,55.1,2
14,,Trimbakeshwar,Tryambakeshwar,61.7,0.0,0.0,0.0,10.0,59.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,79,144.4,3
15,,Devali,Devala,54.7,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,30,54.8,1
