Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,121.8,0.0,11.0,34.0,36.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,108.6,5
2,,Baglan,Satana,123.4,0.0,40.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,88.1,6
3,,Kalwan,Kalwan,156.6,0.0,4.0,10.0,11.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,40.4,5
4,,Nandgaon,Nandgaon,141.0,0.0,10.0,39.0,24.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,35.5,6
5,,Surgana,Surgana,323.6,0.0,4.0,3.0,26.0,123.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,111.5,6
6,,Nasik,Nasik,162.3,1.0,0.0,0.0,3.0,12.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,35.6,8
7,,Dindori,Dindori,143.1,0.0,0.0,0.0,3.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,11.4,6
8,,Egatpuri,Igatpuri,463.4,5.0,3.0,4.0,18.0,40.0,21.0,10.0,2.0,0.0,0.0,0.0,11.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,185,54.9,12
9,,Peth,Peth,337.1,5.0,1.0,0.0,26.0,92.0,5.0,29.0,2.0,0.0,0.0,0.0,4.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,209,165.3,8
10,,Niphad,Niphad,126.4,0.0,0.0,0.0,15.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,58,39.8,4
11,,Sinnar,Sinnar,145.8,0.0,30.0,1.0,7.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,138,110.9,7
12,,Yevla,Yeola,124.4,0.0,4.0,0.0,16.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,34.2,4
13,,Chandwad,Chandwad,137.5,0.0,37.0,10.0,3.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,25.8,6
14,,Trimbakeshwar,Tryambakeshwar,337.1,0.0,0.0,0.0,5.0,70.0,13.0,0.0,2.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,118,88.3,6
15,,Devali,Devala,133.7,0.0,3.0,5.0,21.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,56.1,6
