Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,0.0,0.0,0.0,0.0,0.0,19.2,30.8,36.8,113.0,48.2,38.2,96.0,32.0,43.2,42.2,0.0,0.0,2.0,5.6,0.0,2.6,2.2,2.0,2.8,2.8,26.2,5.2,1.0,1.0,98.6,651.6,136.7,17
2,,Kalyan,476.8,0.0,0.0,0.0,0.0,2.3,7.7,48.0,20.0,64.0,62.0,26.0,90.0,20.0,40.0,33.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,1.0,4.0,4.0,9.0,15.0,4.0,3.0,132.0,599,158.3,19
3,,Murbad,378.3,0.0,0.0,0.0,0.0,5.2,0.0,45.4,75.3,45.4,56.7,7.1,29.3,8.2,14.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,20.2,0.0,1.2,177.4,574.1,121.7,13
4,,Bhivandi,471.7,0.0,0.0,0.0,0.0,0.0,0.0,64.0,15.0,84.0,75.0,30.0,102.0,26.0,27.0,46.0,10.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,5.0,0.0,3.0,190.0,697,168.9,15
5,,Shahapur,412.7,0.0,0.0,0.0,0.0,10.0,4.0,19.0,2.2,25.4,30.0,17.4,86.0,10.8,28.8,78.4,6.0,0.0,0.0,0.0,1.0,1.0,2.4,2.2,8.2,8.2,7.0,19.4,8.2,8.0,130.2,513.8,112.4,18
6,,Ulhasnagar,457.0,0.0,0.0,0.0,0.0,24.1,2.2,34.4,28.4,68.2,91.5,32.0,57.5,19.5,31.0,43.2,1.0,1.0,0.0,7.4,0.0,11.0,2.2,1.1,2.0,2.0,12.2,14.1,2.0,3.0,140.2,631.2,138.1,16
7,,Ambarnath,457.0,0.0,0.0,0.0,0.0,10.2,0.0,23.2,17.4,35.0,50.4,9.0,30.2,8.2,13.0,20.3,0.2,0.0,2.0,1.0,0.0,5.4,2.0,0.0,0.0,0.0,6.2,11.0,0.0,2.0,77.0,323.7,59.9,14
8,Raigadh,Alibag,540.8,0.0,0.0,0.0,12.8,0.0,21.5,103.5,46.7,80.8,74.0,92.2,97.5,5.4,22.5,52.0,0.3,7.0,1.0,0.5,0.0,0.6,0.0,0.3,18.0,16.2,7.4,5.1,5.3,11.2,83.8,765.6,134.9,19
9,,Panwel,567.5,0.0,0.0,0.0,13.2,0.0,3.4,55.2,0.4,74.7,77.0,50.0,111.4,53.6,9.4,29.2,0.0,1.4,0.0,0.0,5.6,3.0,1.0,0.0,1.2,18.8,19.2,9.6,6.2,14.0,105.0,662.5,120.7,18
10,,Karjat,548.7,0.0,0.0,0.0,4.0,3.0,1.0,31.0,19.0,10.0,49.0,47.0,67.0,24.0,6.0,53.0,2.7,0.0,1.5,0.0,0.0,2.5,1.3,2.4,0.8,12.2,36.3,14.7,4.2,10.0,120.9,523.5,92.9,18
11,,Khalapur,563.4,0.0,0.0,0.0,24.1,1.4,1.9,54.2,13.0,19.1,50.0,41.2,89.0,14.3,5.1,36.0,3.1,0.0,0.0,1.2,1.0,4.3,1.0,1.1,5.4,21.1,34.5,7.2,5.0,9.4,91.0,534.6,102,19
12,,Uran,524.2,0.0,0.0,0.0,0.0,0.0,2.0,35.0,52.0,68.0,108.0,65.0,203.0,13.0,16.0,21.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,34.0,10.0,0.0,19.0,52.0,702,95.4,13
13,,Sudhagad,735.6,0.0,0.0,0.0,0.0,0.0,2.4,94.0,14.0,43.0,71.0,81.6,121.0,40.0,28.0,126.0,3.0,0.0,4.0,5.0,3.0,4.0,3.0,5.0,8.0,9.0,40.0,21.0,11.0,41.0,165.0,943,170.2,23
14,,Pen,554.1,0.0,0.0,0.0,0.0,0.0,4.2,67.4,7.2,27.4,53.4,77.6,87.2,34.4,29.2,34.2,2.2,0.0,5.2,5.2,0.0,4.2,0.0,1.2,13.2,7.4,19.4,17.4,3.2,16.2,132.4,649.4,99.8,20
15,,Mahad,651.0,0.0,0.0,0.0,12.1,0.0,5.2,64.2,42.2,99.0,73.4,62.1,70.2,86.0,29.0,79.4,0.2,5.0,2.4,4.1,0.0,9.1,0.0,5.7,9.2,30.2,76.2,10.4,7.5,64.1,181.0,1027.9,163.1,22
16,,Mangaon,630.3,0.0,0.0,0.0,22.0,0.0,12.0,81.0,44.0,64.0,56.0,38.0,86.0,77.0,33.0,58.0,0.0,0.0,5.0,0.0,4.0,0.0,2.5,26.5,5.0,31.0,25.0,9.0,4.0,29.2,160.8,873,123.8,21
17,,Roha,704.9,0.0,0.0,0.0,0.0,0.0,3.8,120.1,33.3,65.3,93.2,32.0,161.1,64.3,31.3,116.4,5.0,1.0,5.4,2.0,10.0,6.2,1.7,18.0,4.0,20.0,55.0,12.6,13.0,36.0,185.0,1095.7,150.4,22
18,,Poladpur,728.6,0.0,0.0,0.0,8.0,0.0,4.0,96.0,59.0,76.0,75.0,26.0,65.0,51.0,45.0,153.0,1.9,4.0,0.0,1.4,2.7,2.0,4.0,15.0,15.0,31.0,58.0,14.0,15.0,56.0,228.0,1106,166.5,22
19,,Murud,664.2,0.0,0.0,0.0,14.0,0.0,28.5,72.0,91.0,36.0,46.2,18.6,68.0,23.0,41.3,28.0,0.0,1.2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,13.3,13.3,1.3,2.2,27.0,43.0,569.4,62.5,15
