Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,961.6,87.7,142.6,9.4,29.0,22.6,8.0,9.0,3.8,9.2,7.4,43.0,12.2,6.8,2.0,12.0,19.4,2.0,2.0,0.0,1.0,7.0,3.0,1.2,5.8,47.2,54.0,109.0,143.0,204.0,20.4,5.0,1028.7,100.5,25
2,,Kalyan,1023.4,128.0,145.0,10.0,20.0,30.0,6.0,5.0,1.0,0.0,3.0,84.0,10.0,7.0,4.0,14.0,10.1,2.0,2.0,2.0,0.0,9.0,1.0,8.0,12.0,20.0,60.0,71.0,115.0,186.0,31.0,37.0,1033.1,106.6,24
3,,Murbad,968.9,56.7,87.2,22.3,20.3,29.4,4.3,8.0,11.7,0.0,3.3,87.4,17.2,11.6,10.3,7.2,5.1,28.4,5.3,0.2,5.3,2.3,2.4,14.7,14.2,38.2,42.2,57.5,75.2,75.6,34.5,8.3,786.3,81.4,27
4,,Bhivandi,965.8,80.0,134.0,9.0,56.0,29.0,8.0,2.0,1.0,1.0,3.0,80.0,25.0,4.0,2.0,9.0,27.0,0.0,30.0,0.0,1.0,6.0,5.0,0.0,13.0,30.0,40.0,96.0,105.0,210.0,47.0,6.0,1059,96.1,23
5,,Shahapur,1102.4,133.4,76.8,24.8,31.0,17.0,2.0,1.0,13.0,3.8,5.4,69.0,33.0,11.0,3.6,19.6,20.4,2.8,11.6,0.4,1.4,21.4,8.2,0.4,4.4,4.0,35.0,45.0,50.6,80.0,48.4,15.0,793.4,79.2,26
6,,Ulhasnagar,1001.4,85.0,135.2,5.0,26.5,32.2,4.0,5.2,1.2,0.0,3.5,80.3,9.2,11.1,23.0,5.1,26.2,0.0,14.2,14.0,0.0,6.0,2.0,0.0,40.0,6.0,60.0,52.4,114.2,134.4,29.0,9.8,934.7,93.3,25
7,,Ambarnath,1001.4,45.4,65.0,5.3,14.0,17.2,2.0,0.2,1.0,0.0,3.0,40.0,9.4,2.8,6.3,3.2,11.5,0.0,2.0,0.0,0.0,7.0,2.2,1.0,11.5,2.0,32.0,23.2,51.2,65.4,12.0,7.4,443.2,61.3,20
8,Raigadh,Alibag,723.0,99.0,25.6,9.1,4.7,6.6,0.5,1.8,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.4,4.0,0.0,0.0,0.0,22.0,0.0,0.0,18.0,169.6,108.0,20.4,217.0,98.0,57.2,2.0,881.4,78.1,16
9,,Panwel,1128.9,176.2,87.8,18.0,22.0,21.8,3.0,6.4,1.8,1.6,7.4,22.5,20.6,17.0,10.0,23.0,14.0,1.6,0.0,1.2,0.2,1.0,27.0,1.8,1.0,39.0,56.0,69.0,123.4,95.2,44.4,9.4,923.3,67,22
10,,Karjat,1378.2,100.2,89.6,23.2,41.2,16.8,6.6,1.8,4.3,19.8,12.3,54.3,8.7,15.3,11.7,4.0,24.2,29.7,2.6,1.2,5.5,1.2,0.0,1.0,17.3,18.5,39.4,61.8,73.7,86.6,104.7,14.2,891.4,68.5,26
11,,Khalapur,1302.2,87.2,51.3,29.2,25.4,28.2,3.5,3.3,3.1,1.4,2.1,33.0,5.3,16.1,6.0,1.1,11.0,11.3,10.0,0.3,1.1,5.2,0.3,0.0,22.2,38.2,33.2,69.0,109.0,65.0,105.2,14.0,791.2,103.8,24
12,,Uran,762.4,128.0,50.0,8.0,37.0,2.0,9.0,2.0,3.0,0.0,0.0,0.0,2.0,7.0,5.0,11.0,9.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,10.0,111.0,68.0,80.0,212.0,114.0,56.0,9.0,943,63.5,20
13,,Sudhagad,1484.0,157.0,59.0,43.0,16.0,15.0,4.0,9.0,10.0,1.0,9.0,43.0,9.0,5.0,1.0,9.0,9.0,30.0,20.0,1.0,0.0,0.0,9.0,2.0,1.0,34.0,49.0,74.0,160.0,230.0,128.0,32.0,1169,105.1,24
14,,Pen,1112.4,118.0,49.2,19.6,17.4,11.2,4.2,3.2,7.2,3.2,7.2,31.4,7.4,11.2,9.4,4.2,9.2,4.2,1.2,0.0,3.2,11.2,0.0,0.0,5.2,44.2,35.4,63.4,147.6,79.2,93.4,19.2,820.6,60.9,27
15,,Mahad,1348.2,86.1,69.0,13.2,19.3,12.4,2.1,1.5,14.0,9.2,4.0,11.2,6.4,10.2,3.2,13.3,4.6,3.7,0.0,0.0,3.0,28.3,1.8,13.4,3.0,44.2,72.0,63.2,155.8,23.2,43.1,3.2,737.6,59.1,26
16,,Mangaon,1248.4,89.4,51.0,9.0,63.6,5.2,3.8,0.0,5.6,4.6,3.8,3.5,11.5,4.2,12.0,0.8,12.0,22.0,1.2,1.2,5.0,11.2,1.4,17.6,0.6,6.4,44.2,116.4,257.0,59.2,53.4,6.8,883.6,69.8,25
17,,Roha,1265.5,101.0,18.0,29.0,35.0,28.0,7.0,3.0,17.2,20.2,7.3,13.0,25.2,19.0,11.0,8.3,5.0,22.3,24.0,0.0,1.3,4.0,2.0,7.0,19.0,57.0,77.3,90.0,375.0,117.3,105.3,14.4,1263.1,92.1,28
18,,Poladpur,1371.3,47.0,52.0,27.0,30.0,12.0,11.0,6.0,7.0,10.0,10.0,8.0,11.0,10.0,6.0,1.0,10.0,10.0,1.0,5.0,10.0,2.0,2.0,33.0,26.0,27.0,42.0,88.0,135.0,60.0,25.0,12.0,736,80.2,27
19,,Murud,917.6,50.3,10.3,6.1,10.0,19.5,5.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,8.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,121.1,32.0,130.4,68.0,32.0,4.0,602.9,52.4,17
20,,Shriwardhan,1150.5,60.0,8.0,5.6,27.0,6.0,0.0,2.0,2.0,1.0,10.0,3.0,2.0,2.0,7.0,0.0,1.0,7.0,0.0,0.0,30.0,4.0,0.0,1.0,26.0,86.0,90.0,60.0,88.0,33.0,23.0,10.0,594.6,46.5,19
21,,Mahasala,1277.4,120.2,39.4,21.6,36.0,31.2,6.2,1.2,11.8,19.4,7.2,8.8,23.6,6.8,15.0,4.4,3.2,8.4,0.0,3.2,17.8,6.0,1.2,7.0,10.2,41.8,103.6,46.4,129.0,43.8,60.0,11.2,845.6,67.7,28
22,,Tala,1248.4,74.0,55.0,19.0,37.0,15.0,3.0,3.0,9.0,6.0,2.0,15.0,7.0,10.0,6.0,5.0,9.0,3.0,2.0,3.0,6.0,10.0,2.0,10.0,8.0,20.0,78.0,113.0,285.0,105.0,74.0,12.0,1006,73,28
23,Ratnagiri,Chiplun,1377.8,61.0,16.0,4.0,7.0,47.0,2.0,2.0,2.0,4.0,34.0,3.0,6.0,5.0,14.0,2.0,6.0,41.0,3.0,1.0,7.0,6.0,31.0,58.0,6.0,29.0,62.0,172.0,119.0,56.0,17.0,15.0,838,64.5,26
24,,Dapoli,1298.3,48.0,28.8,8.2,17.0,27.0,2.0,2.2,0.2,5.0,14.2,3.0,7.2,3.2,4.8,7.0,11.0,0.6,0.6,9.0,11.0,9.4,9.0,20.2,3.8,17.4,78.0,121.6,162.8,18.0,16.0,13.6,679.8,49.3,26
25,,Khed,1379.9,60.0,16.0,10.0,37.0,42.0,3.0,2.0,2.0,2.0,25.0,4.0,5.0,13.0,27.0,2.0,3.0,3.0,3.0,6.0,8.0,2.0,7.0,35.0,6.0,33.0,75.0,135.0,117.0,56.0,33.0,12.0,784,87.8,26
26,,Guhagar,893.3,8.0,11.0,4.0,1.0,49.0,5.0,0.0,3.0,1.0,1.0,3.0,1.0,4.0,15.0,2.0,18.0,7.0,1.0,0.0,0.0,1.0,0.0,12.0,15.0,42.0,79.0,99.0,56.0,16.0,19.0,15.0,488,30.7,20
27,,Mandangad,1587.1,38.6,53.0,35.4,41.2,19.8,8.8,9.2,21.7,10.6,8.2,23.0,11.8,21.2,22.4,13.4,6.6,2.0,2.4,0.0,7.4,6.8,3.6,10.2,10.2,22.0,70.8,122.5,137.5,42.8,41.0,14.4,838.5,88.8,28
28,,Ratnagiri,944.5,30.3,9.3,1.4,5.4,2.9,8.5,4.7,8.0,6.6,1.0,0.0,6.9,6.2,4.1,1.3,3.6,2.6,0.0,1.6,0.2,0.2,0.2,13.3,0.0,108.4,166.8,57.4,13.7,4.9,9.1,3.3,481.9,33.3,21
29,,Sangameshwar,1447.8,62.0,58.0,26.0,18.0,9.0,5.0,13.0,0.0,0.0,20.0,5.0,22.0,7.0,3.0,0.0,5.0,91.0,3.0,10.0,0.0,0.0,3.0,12.0,16.0,60.0,159.0,177.0,100.0,17.0,25.0,50.0,976,78.7,26
30,,Rajapur,1239.8,23.0,24.0,4.0,4.0,15.0,10.0,11.0,15.0,20.0,9.0,23.0,10.0,11.0,3.0,0.0,0.0,106.0,0.0,0.0,0.0,8.0,4.0,21.0,5.0,16.0,75.0,54.0,42.0,27.0,25.0,28.0,593,42.1,26
31,,Lanja,1409.1,42.0,27.0,14.0,11.0,13.0,6.0,7.0,8.0,7.0,13.3,7.1,6.0,13.0,10.2,0.0,2.0,90.0,3.1,0.0,0.0,3.0,4.0,11.0,12.0,50.0,77.0,147.0,80.0,26.0,25.0,40.0,754.7,98.6,27
32,Sindhudurg,Devgad,765.3,2.0,8.0,6.0,0.0,11.0,4.0,0.0,0.0,6.0,32.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,7.0,36.0,1.0,108.0,79.0,20.0,31.0,14.0,6.0,16.0,400,52.5,17
33,,Malwan,761.3,8.0,16.0,10.0,7.0,0.0,0.0,2.0,7.0,4.0,16.0,4.0,11.0,20.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,100.0,3.0,148.0,75.0,34.0,68.0,22.0,50.0,36.0,652,45.6,21
34,,Sawantwadi,1430.8,32.0,34.0,13.0,11.0,9.0,2.0,8.0,9.0,4.0,32.0,4.0,11.0,8.0,2.0,0.0,34.0,49.0,27.0,0.0,15.0,5.0,11.0,3.0,1.0,40.0,85.0,62.0,50.0,28.0,44.0,41.0,674,65.1,26
35,,Vengurla,1035.6,8.0,20.6,4.0,0.0,0.0,1.6,2.0,6.8,6.8,3.0,6.2,7.0,1.4,1.6,0.0,0.4,121.6,54.6,14.6,5.8,3.0,20.6,148.0,0.0,43.4,83.6,29.3,36.4,8.6,25.0,36.0,699.9,53,22
36,,Kankawali,1321.1,16.0,12.0,9.0,7.0,28.0,12.0,6.0,7.0,17.0,15.8,7.0,9.0,7.0,12.0,3.0,0.0,44.0,12.0,4.0,5.0,0.0,4.0,22.0,8.0,43.0,40.0,47.0,88.0,68.0,74.0,58.0,684.8,60.6,29
